ID,Timestamp,Keywords,Account handle,Account name,AccountType,Joined,Tweet,Tweet Translated,Robredo,Marcos,Pacquiao,Tweet Type,DatePosted,Content type,Likes,Replies,Retweets,Rating,Tokenizing & Stop Words Removal,Stemmed,Lemmatized
41-109,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@gelbmj,Jane,Anonymous,09/15,"@AbalayanJose @manilabulletin Sino choice mo si lugaw? Mas nakakadiri ka. Bopols na nga, magnanakaw ng boto, disenteng bastos ang bunganga, liar, at bumibili ng boto gamit gcash at dindeposit sa personal account niya ang mga donasyon para sa kampanya niya. Ano pa sunod gagawn niya? Ganun ka din pala.",who's your choice lugaw is even more disgusting you bopols are already stealing votes the bunganga liar is decent and rude and buys votes using gcash and deposits the donations for his campaign in his personal account what else will he do next you are the same,1,0,0,"Text, Reply",19/01/22 10:12,Emotional,0,1,0,UNPROVEN,abalayanjose manilabulletin 's choice Lugaw even disgusting bopols already stealing votes bunganga liar decent rude buys votes using gcash deposits donations campaign personal account else next,"['abalayanjos', 'manilabulletin', ""'s"", 'choic', 'lugaw', 'even', 'disgust', 'bopol', 'alreadi', 'steal', 'vote', 'bunganga', 'liar', 'decent', 'rude', 'buy', 'vote', 'use', 'gcash', 'deposit', 'donat', 'campaign', 'person', 'account', 'els', 'next']","['abalayanjose', 'manilabulletin', ""'s"", 'choice', 'Lugaw', 'even', 'disgusting', 'bopols', 'already', 'stealing', 'vote', 'bunganga', 'liar', 'decent', 'rude', 'buy', 'vote', 'using', 'gcash', 'deposit', 'donation', 'campaign', 'personal', 'account', 'else', 'next']"
41-110,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@gelbmj,Jane,Anonymous,09/15,"@_creideamh_ @manilabulletin So what do u think of Cory and her Son?What is Philippines under them? And then heres your fake VP whom they said educated and no sign of corruptions? Always lutang, magnanakaw at bumibili ng boto, and big election spender. What more when shes in power?",so what do u think of cory and her sonwhat is philippines under them and then heres your fake vp whom they said educated and no sign of corruptions always floating thieves and vote buyers and big election spender what more when shes in power,1,0,0,"Text, Reply",17/01/22 09:31,Emotional,0,0,0,UNPROVEN,religion manilabulletin u think cory sonwhat philippines heres fake vp said educated sign corruptions always floating thieves vote buyers big election spender shes power,"['religion', 'manilabulletin', 'u', 'think', 'cori', 'sonwhat', 'philippin', 'here', 'fake', 'vp', 'said', 'educ', 'sign', 'corrupt', 'alway', 'float', 'thiev', 'vote', 'buyer', 'big', 'elect', 'spender', 'she', 'power']","['religion', 'manilabulletin', 'u', 'think', 'cory', 'sonwhat', 'philippine', 'here', 'fake', 'vp', 'said', 'educated', 'sign', 'corruption', 'always', 'floating', 'thief', 'vote', 'buyer', 'big', 'election', 'spender', 'shes', 'power']"
41-111,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Kickbutsing,Hey Yah!,Anonymous,03/16,"@catsarenotcute 16 million whose votes were bought. We all know that not all 31M are real BBM supporters. The rampant vote buying, the SmartMagic vcm by BBMâ€™s bff Dennis Uy and COMELEC mafia did it well. Proof? https://t.co/ikjRJEJYom",16 million whose votes were bought we all know that not all 31m are real bbm supporters the rampant vote buying the smartmagic vcm by bbms bff dennis uy and comelec mafia did it well proof,0,1,0,"Text, image",30/05/22 14:07,Rational,0,0,0,UNPROVEN,catsarenotcute 16 million whose votes bought know 31m real bbm supporters rampant vote buying smartmagic vcm bbms bff dennis uy comelec mafia well proof,"['catsarenotcut', '16', 'million', 'whose', 'vote', 'bought', 'know', '31m', 'real', 'bbm', 'support', 'rampant', 'vote', 'buy', 'smartmag', 'vcm', 'bbm', 'bff', 'denni', 'uy', 'comelec', 'mafia', 'well', 'proof']","['catsarenotcute', '16', 'million', 'whose', 'vote', 'bought', 'know', '31m', 'real', 'bbm', 'supporter', 'rampant', 'vote', 'buying', 'smartmagic', 'vcm', 'bbms', 'bff', 'dennis', 'uy', 'comelec', 'mafia', 'well', 'proof']"
41-112,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@MistyBeach22,MissyLane,Anonymous,04/20,"Kung gusto nyo si BBM, okay lang. pero wag nyo lokohin ang tao. Ibang usapan yun. Kitang kita naman ang mga vote buying. 31 M? Eh puro hakot ang nagpunta sa sorties","if you want bbm, it's okay, but don't fool people, that's a different matter, you see, the vote buying 31 m are all hauls that went to the sorties",0,1,0,Text,31/05/22 09:36,Emotional,0,0,0,UNPROVEN,"want bbm , 's okay , n't fool people , 's different matter , see , vote buying 31 hauls went sorties","['want', 'bbm', ',', ""'s"", 'okay', ',', ""n't"", 'fool', 'peopl', ',', ""'s"", 'differ', 'matter', ',', 'see', ',', 'vote', 'buy', '31', 'haul', 'went', 'sorti']","['want', 'bbm', ',', ""'s"", 'okay', ',', ""n't"", 'fool', 'people', ',', ""'s"", 'different', 'matter', ',', 'see', ',', 'vote', 'buying', '31', 'haul', 'went', 'sortie']"
41-113,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Joie0107,JOUE0107,Anonymous,05/22,"@llllllllllmmm29 @AngPoetNyo WEH, ASAN PROOF MO? DOON KA SA KORTE MAGREKLAMO LABAS MO EVIDENCE MO, IF VOTE BUYING LANG PAG-UUSAPAN EXPERTO JAN SI LENI BOBA.","whats wrong, can't you provide any proof? if you want to complain, go to court and present your evidence. if we're only talking about vote buying, leni is an expert in that matter, you idiot.",1,0,0,Text,31/05/22 05:31,Emotional,1,0,0,UNPROVEN,llllllllllmmm29 angpoetnyo whats wrong cant provide proof want complain go court present evidence talking vote buying leni expert matter idiot,"['llllllllllmmm29', 'angpoetnyo', 'what', 'wrong', 'cant', 'provid', 'proof', 'want', 'complain', 'go', 'court', 'present', 'evid', 'talk', 'vote', 'buy', 'leni', 'expert', 'matter', 'idiot']","['llllllllllmmm29', 'angpoetnyo', 'whats', 'wrong', 'cant', 'provide', 'proof', 'want', 'complain', 'go', 'court', 'present', 'evidence', 'talking', 'vote', 'buying', 'leni', 'expert', 'matter', 'idiot']"
41-114,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Kickbutsing,Hey Yah!,Anonymous,03/16,"@Pillroller24 @kevinmanalo_ Walang magawa ang kabutihan sa massive election cheating: the COMELEC cheaters, F2 ni Dennis Uy (bff ni Marcos)rampant vote buying,rabid troll army for bashing and disinformation.BBM himself admitted to hiring 1000 trolls despite may SMNi at Net25.VPL depended sa volunteers lang",good can do nothing in the massive election cheating the comelec cheaters f2 by dennis uy bff by marcosconfusionrampant vote buyingrabid troll army for bashing and disinformationbbm himself admitted to hiring 1000 trolls despite having smni and net25vpl dependent on volunteers only,0,1,0,Text,30/05/22 14:46,Rational,0,0,1,UNPROVEN,pillroller24 kevinmanalo good nothing massive election cheating comelec cheaters f2 dennis uy bff marcosconfusionrampant vote buyingrabid troll army bashing disinformationbbm admitted hiring 1000 trolls despite smni net25vpl dependent volunteers,"['pillroller24', 'kevinmanalo', 'good', 'noth', 'massiv', 'elect', 'cheat', 'comelec', 'cheater', 'f2', 'denni', 'uy', 'bff', 'marcosconfusionramp', 'vote', 'buyingrabid', 'troll', 'armi', 'bash', 'disinformationbbm', 'admit', 'hire', '1000', 'troll', 'despit', 'smni', 'net25vpl', 'depend', 'volunt']","['pillroller24', 'kevinmanalo', 'good', 'nothing', 'massive', 'election', 'cheating', 'comelec', 'cheater', 'f2', 'dennis', 'uy', 'bff', 'marcosconfusionrampant', 'vote', 'buyingrabid', 'troll', 'army', 'bashing', 'disinformationbbm', 'admitted', 'hiring', '1000', 'troll', 'despite', 'smni', 'net25vpl', 'dependent', 'volunteer']"
41-115,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Kickbutsing,Hey Yah!,Anonymous,03/16,@Gerswin33Horns Totoo naman talaga na natalo si VP Leni dahil sa rampant vote buying ng BBM/Sara thru LGUs and disinformation by tax payer paid rabid bashers and troll army of Duterte turned BBM trolls,it's really true that vp leni lost because of rampant vote buying by bbmsara thru lgus and disinformation by tax payer paid rabid bashers and troll army of duterte turned bbm trolls,0,1,0,Text,29/05/22 12:54,Rational,1,1,0,UNPROVEN,gerswin33horns 's really true vp leni lost rampant vote buying bbmsara thru lgus disinformation tax payer paid rabid bashers troll army duterte turned bbm trolls,"['gerswin33horn', ""'s"", 'realli', 'true', 'vp', 'leni', 'lost', 'rampant', 'vote', 'buy', 'bbmsara', 'thru', 'lgu', 'disinform', 'tax', 'payer', 'paid', 'rabid', 'basher', 'troll', 'armi', 'dutert', 'turn', 'bbm', 'troll']","['gerswin33horns', ""'s"", 'really', 'true', 'vp', 'leni', 'lost', 'rampant', 'vote', 'buying', 'bbmsara', 'thru', 'lgus', 'disinformation', 'tax', 'payer', 'paid', 'rabid', 'bashers', 'troll', 'army', 'duterte', 'turned', 'bbm', 'troll']"
41-116,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Kickbutsing,Hey Yah!,Anonymous,03/16,@Pillroller24 @kevinmanalo_ Ang problema sa vote buying e ang kampo ni BBM/Sara ang namimili considering hawak nila more than 90% LGU. Leni-Kiko camp does NOt have the money to buy and they will NOT buy votes at COMELEC mafia scheme (to cheat) https://t.co/JdBpGlok6a,the problem with vote buying is bbmsara's camp is buying considering they hold more than 90 lgu lenikiko camp does not have the money to buy and they will not buy votes at comelec mafia scheme to cheat confusion,0,1,0,"Text, image",29/05/22 12:35,Rational,0,1,0,UNPROVEN,pillroller24 kevinmanalo problem vote buying bbmsara 's camp buying considering hold 90 lgu lenikiko camp money buy buy votes comelec mafia scheme cheat confusion,"['pillroller24', 'kevinmanalo', 'problem', 'vote', 'buy', 'bbmsara', ""'s"", 'camp', 'buy', 'consid', 'hold', '90', 'lgu', 'lenikiko', 'camp', 'money', 'buy', 'buy', 'vote', 'comelec', 'mafia', 'scheme', 'cheat', 'confus']","['pillroller24', 'kevinmanalo', 'problem', 'vote', 'buying', 'bbmsara', ""'s"", 'camp', 'buying', 'considering', 'hold', '90', 'lgu', 'lenikiko', 'camp', 'money', 'buy', 'buy', 'vote', 'comelec', 'mafia', 'scheme', 'cheat', 'confusion']"
41-117,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@babolat66,babolat@2020,Anonymous,07/20,@sejoalzir BASTA SA SAMAR 1ST DISTRICT NATALO SI VP LENI AT KIKO DAHIL SA VOTE BUYING.. MAGTANONG KAYO DUN KUNG MAGKANO ANG BIGAYAN. TAKOT ANG MGA TAO NA HINDI IBOTO ANG PARTIDO NILA BBM KASI PINAPIPIRMA BAGO MAKUHA ANG PERA AT SABAY SABI NA MAY TITINGIN SA BALOTA KUNG SINO ANG IBINOTO....,"as long as in samar 1st district vp leni and kiko lost because of vote buying, ask them how much is given, people are afraid of not voting for their party bbm because they sign before getting the money and at the same time they say that someone will look at the ballot to see who was voted",0,1,0,Text,27/05/22 18:40,Rational,1,1,1,UNPROVEN,"sejoalzir long samar 1st district vp leni kiko lost vote buying , ask much given , people afraid voting party bbm sign getting money time say someone look ballot see voted","['sejoalzir', 'long', 'samar', '1st', 'district', 'vp', 'leni', 'kiko', 'lost', 'vote', 'buy', ',', 'ask', 'much', 'given', ',', 'peopl', 'afraid', 'vote', 'parti', 'bbm', 'sign', 'get', 'money', 'time', 'say', 'someon', 'look', 'ballot', 'see', 'vote']","['sejoalzir', 'long', 'samar', '1st', 'district', 'vp', 'leni', 'kiko', 'lost', 'vote', 'buying', ',', 'ask', 'much', 'given', ',', 'people', 'afraid', 'voting', 'party', 'bbm', 'sign', 'getting', 'money', 'time', 'say', 'someone', 'look', 'ballot', 'see', 'voted']"
41-118,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@HesedJack,PastorHesedJack,Anonymous,05/22,Elected president via massive disinformation &amp; vote-buying. Not to mention Duterte appointtees in comelec which includes his former election lawyer -- BBM remains convicted with ill-gotten wealth and tax evasion. He remains a liar for not admitting his family's atrocities.,elected president via massive disinformation amp votebuying not to mention duterte appointees in comelec which includes his former election lawyer bbm remains convicted with illgotten wealth and tax evasion he remains a liar for not admitting his family's atrocities,0,1,0,Text,27/05/22 17:20,Rational,0,0,0,UNPROVEN,elected president via massive disinformation amp votebuying mention Duterte appointees comelec includes former election lawyer bbm remains convicted illgotten wealth tax evasion remains liar admitting family 's atrocities,"['elect', 'presid', 'via', 'massiv', 'disinform', 'amp', 'votebuy', 'mention', 'dutert', 'appointe', 'comelec', 'includ', 'former', 'elect', 'lawyer', 'bbm', 'remain', 'convict', 'illgotten', 'wealth', 'tax', 'evas', 'remain', 'liar', 'admit', 'famili', ""'s"", 'atroc']","['elected', 'president', 'via', 'massive', 'disinformation', 'amp', 'votebuying', 'mention', 'Duterte', 'appointee', 'comelec', 'includes', 'former', 'election', 'lawyer', 'bbm', 'remains', 'convicted', 'illgotten', 'wealth', 'tax', 'evasion', 'remains', 'liar', 'admitting', 'family', ""'s"", 'atrocity']"
41-119,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@dyayunyor,Elias,Anonymous,05/22,"Yup. Bakit ngayon hindi natin pwedeng gawin pabalik sa kanila? With all the electoral protests, COMELEC turning a blind eye on issues of broken VCMs, vote-buying and election-related violence? Very suspicious ang pagkapanalo. So yeah, HE IS A FAKE. #FakePresidentBBM",yup why now can't we do it back to them with all the electoral protests comelec turning a blind eye on issues of broken vcms votebuying and electionrelated violence the winning is very suspicious so yeah he is a fake fakepresidentbbm,0,1,0,Text,27/05/22 12:35,Rational,1,0,1,UNPROVEN,yup ca n't back electoral protests comelec turning blind eye issues broken vcms votebuying electionrelated violence winning suspicious yeah fake fakepresidentbbm,"['yup', 'ca', ""n't"", 'back', 'elector', 'protest', 'comelec', 'turn', 'blind', 'eye', 'issu', 'broken', 'vcm', 'votebuy', 'electionrel', 'violenc', 'win', 'suspici', 'yeah', 'fake', 'fakepresidentbbm']","['yup', 'ca', ""n't"", 'back', 'electoral', 'protest', 'comelec', 'turning', 'blind', 'eye', 'issue', 'broken', 'vcms', 'votebuying', 'electionrelated', 'violence', 'winning', 'suspicious', 'yeah', 'fake', 'fakepresidentbbm']"
41-120,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@curious10422550,@Arez,Anonymous,02/20,"@sejoalzir If you only knew how much per person ang vote buying sa Cebu at Dipolog then masasabi mo tlagang natalo si VP dahil sa pera ng kalaban. Fyi, in Cebu umaabot ng 20k per head ng vote buying dun while 35k nmn sa dipolog. Lahat nang local candidate di dinala si VP si BBM dinala nila.",if you only knew how much per person is the vote buying in cebu and dipolog then you can say that vp really lost because of the opponent's money fyi in cebu it reaches 20k per head of vote buying there while 35k nmn in dipolog all local candidates right they brought vp and bbm,0,1,0,Text,27/05/22 10:35,Rational,2,1,0,UNPROVEN,sejoalzir knew much per person vote buying cebu dipolog say vp really lost opponent 's money fyi cebu reaches 20k per head vote buying 35k nmn dipolog local candidates right brought vp bbm,"['sejoalzir', 'knew', 'much', 'per', 'person', 'vote', 'buy', 'cebu', 'dipolog', 'say', 'vp', 'realli', 'lost', 'oppon', ""'s"", 'money', 'fyi', 'cebu', 'reach', '20k', 'per', 'head', 'vote', 'buy', '35k', 'nmn', 'dipolog', 'local', 'candid', 'right', 'brought', 'vp', 'bbm']","['sejoalzir', 'knew', 'much', 'per', 'person', 'vote', 'buying', 'cebu', 'dipolog', 'say', 'vp', 'really', 'lost', 'opponent', ""'s"", 'money', 'fyi', 'cebu', 'reach', '20k', 'per', 'head', 'vote', 'buying', '35k', 'nmn', 'dipolog', 'local', 'candidate', 'right', 'brought', 'vp', 'bbm']"
41-121,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@angelicrose72,ï¸Ž My â“ï¸Žï¸Žâ“ƒï¸Žï¸Ž,Anonymous,05/10,"BBM jr won by Default 
 VOTE BUYING
 CHEATER
 DISINFORMATION 
 And NOW 
 LORD JESUS HAVE MIRACLE AND I WAKEUP WITH GOODNEWS OF
 VICE PRESIDENT LENI ROBREDOS 
 BECOMES PRESIDENT BY
 MIRACLE OF GOD THIS I ASK IN JESUS NAME. AMEN.
 AMEN
 GOD PLEASE HEAR OUR CRY
 
 https://t.co/x9yoTHzTKq",bbm jr won by default vote buying cheater disinformation and now lord jesus have miracle and i wakeup with goodnews of vice president leni robredos becomes president by miracle of god this i ask in jesus name amen amen god please hear our cry,0,1,0,"Text, video",26/05/22 02:24,Rational,1,0,0,UNPROVEN,bbm jr default vote buying cheater disinformation lord jesus miracle wakeup goodnews vice president leni robredos becomes president miracle god ask jesus name amen amen god please hear cry,"['bbm', 'jr', 'default', 'vote', 'buy', 'cheater', 'disinform', 'lord', 'jesu', 'miracl', 'wakeup', 'goodnew', 'vice', 'presid', 'leni', 'robredo', 'becom', 'presid', 'miracl', 'god', 'ask', 'jesu', 'name', 'amen', 'amen', 'god', 'pleas', 'hear', 'cri']","['bbm', 'jr', 'default', 'vote', 'buying', 'cheater', 'disinformation', 'lord', 'jesus', 'miracle', 'wakeup', 'goodnews', 'vice', 'president', 'leni', 'robredos', 'becomes', 'president', 'miracle', 'god', 'ask', 'jesus', 'name', 'amen', 'amen', 'god', 'please', 'hear', 'cry']"
41-122,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@lxyllllll,Ma'am InasalâœŠ,Anonymous,09/12,"#CongratsPresidentBBM for winning this election using social media and misinformation as your weapon. And by the massive vote buying all over the Philippines. Sana bayaran mo na yung estate tax niyo at tutal malakas naman na ulit ang nanay mo, baka pwede ipakulong mo na rin.",congratspresidentbbm for winning this election using social media and misinformation as your weapon and by the massive vote buying all over the philippines i hope you pay your estate tax and after all your mother is strong again maybe you can put her in jail,0,1,0,Text,25/05/22 18:39,Emotional,1,2,1,UNPROVEN,congratspresidentbbm winning election using social media misinformation weapon massive vote buying philippines hope pay estate tax mother strong maybe put jail,"['congratspresidentbbm', 'win', 'elect', 'use', 'social', 'media', 'misinform', 'weapon', 'massiv', 'vote', 'buy', 'philippin', 'hope', 'pay', 'estat', 'tax', 'mother', 'strong', 'mayb', 'put', 'jail']","['congratspresidentbbm', 'winning', 'election', 'using', 'social', 'medium', 'misinformation', 'weapon', 'massive', 'vote', 'buying', 'philippine', 'hope', 'pay', 'estate', 'tax', 'mother', 'strong', 'maybe', 'put', 'jail']"
41-123,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Melissa63476764,Melissa,Anonymous,07/20,"Yung hindi pala attend ng debate, walang diploma, spoiled brat, walang maayos na plataporma, puro hakot, puro vote buying, and hindi kapani paniwalang turn out of votes.. Pilipnas, get ready sa 6 na taong delubyo.. #CongratsPresidentBBM","the one who didn't attend the debate, no diploma, spoiled brat, no proper platform, just pickpocketing, vote buying and unbelievable turn out of votes, philippines get ready for the 6-year deluge congratspresidentbbm",0,1,0,Text,25/05/22 18:27,Emotional,0,0,0,UNPROVEN,"one n't attend debate , diploma , spoiled brat , proper platform , pickpocketing , vote buying unbelievable turn votes , Philippines get ready 6-year deluge congratspresidentbbm","['one', ""n't"", 'attend', 'debat', ',', 'diploma', ',', 'spoil', 'brat', ',', 'proper', 'platform', ',', 'pickpocket', ',', 'vote', 'buy', 'unbeliev', 'turn', 'vote', ',', 'philippin', 'get', 'readi', '6-year', 'delug', 'congratspresidentbbm']","['one', ""n't"", 'attend', 'debate', ',', 'diploma', ',', 'spoiled', 'brat', ',', 'proper', 'platform', ',', 'pickpocketing', ',', 'vote', 'buying', 'unbelievable', 'turn', 'vote', ',', 'Philippines', 'get', 'ready', '6-year', 'deluge', 'congratspresidentbbm']"
41-124,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@ricoactorwriter,@ricodelrosario,Identified,06/09,"Nasa acceptance stage na ako. I accept that Comelec cannot be trusted, that disinformation and vote-buying helped elect BBM-Sara to power. And I accept the majority's democratic [foolish] decision.
 
 I will forever cherish being a #Kakampink. Now, it's back-to-work mode for me.","i'm in the acceptance stage, i accept that comelec cannot be trusted that disinformation and votebuying helped elect bbmsara to power and i accept the majoritys democratic foolish decision i will forever cherish being a kakampink now its back to work mode for me",0,1,0,Text,25/05/22 17:45,Emotional,7,0,2,UNPROVEN,"m acceptance stage , accept comelec trusted disinformation votebuying helped elect bbmsara power accept majoritys democratic foolish decision forever cherish kakampink backtowork mode","[""'m"", 'accept', 'stage', ',', 'accept', 'comelec', 'trust', 'disinform', 'votebuy', 'help', 'elect', 'bbmsara', 'power', 'accept', 'major', 'democrat', 'foolish', 'decis', 'forev', 'cherish', 'kakampink', 'backtowork', 'mode']","[""'m"", 'acceptance', 'stage', ',', 'accept', 'comelec', 'trusted', 'disinformation', 'votebuying', 'helped', 'elect', 'bbmsara', 'power', 'accept', 'majority', 'democratic', 'foolish', 'decision', 'forever', 'cherish', 'kakampink', 'backtowork', 'mode']"
41-125,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@tiramisu_shx,sh,Anonymous,03/21,"Won without attending a single debate. Legit na hakot ang mga rally goers, vote buying was present, but still won. I will move on and work my hardest to provide for my family and hopefully be able to help others as well. God bless the Philippines. 
 
 #CongratsPresidentBBM",won without attending a single debate legit that the rally goers vote buying was present but still won i will move on and work my hardest to provide for my family and hopefully be able to help others as well god bless the philippines,0,1,0,Text,25/05/22 16:29,Rational,0,0,0,UNPROVEN,without attending single debate legit rally goers vote buying present still move work hardest provide family hopefully able help others well god bless philippines congratspresidentbbm,"['without', 'attend', 'singl', 'debat', 'legit', 'ralli', 'goer', 'vote', 'buy', 'present', 'still', 'move', 'work', 'hardest', 'provid', 'famili', 'hope', 'abl', 'help', 'other', 'well', 'god', 'bless', 'philippin', 'congratspresidentbbm']","['without', 'attending', 'single', 'debate', 'legit', 'rally', 'goer', 'vote', 'buying', 'present', 'still', 'move', 'work', 'hardest', 'provide', 'family', 'hopefully', 'able', 'help', 'others', 'well', 'god', 'bless', 'philippine', 'congratspresidentbbm']"
41-126,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@emir_lacoste,emir,Anonymous,07/15,@DZMMTeleRadyo Vote buying? Eh si mismong VP Leni nga nagsabi. Tanggapin ang pera.,"vote buying, vp leni himself said to accept the money",1,0,0,Text,23/05/22 15:02,Emotional,0,0,0,MISLEADING,"dzmmteleradyo vote buying , VP Leni said accept money","['dzmmteleradyo', 'vote', 'buy', ',', 'vp', 'leni', 'said', 'accept', 'money']","['dzmmteleradyo', 'vote', 'buying', ',', 'VP', 'Leni', 'said', 'accept', 'money']"
41-127,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Sagitarian14,Sagittarian,Anonymous,01/19,@barrett_cal50 Vote buying nga raw sa side ng pinklawan. Daming lumabas na picture noon e. Di ba?,"vote buying is said to be on the pinklawan side, there were a lot of pictures that came out then, right?",1,0,0,Text,23/05/22 05:42,Emotional,9,0,0,UNPROVEN,"barrettcal50 vote buying said Pinklawan side , lot pictures came , right ?","['barrettcal50', 'vote', 'buy', 'said', 'pinklawan', 'side', ',', 'lot', 'pictur', 'came', ',', 'right', '?']","['barrettcal50', 'vote', 'buying', 'said', 'Pinklawan', 'side', ',', 'lot', 'picture', 'came', ',', 'right', '?']"
41-128,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@karenvaughn_,Just MaryKaye,Anonymous,09/19,"Sabi pa ng BBMs, Kya natalo dw si Leni dhil toxic at myybang daw ang kkmpink.Knina q lng nbasa yn. Imagine hangga ngayon,they kept on defending Y they got 31m.Sagot ko tuloy,bka po half lng ng 31m ang legit &amp; d rest ay bnyaran lng. Totoo nman,massive cheating &amp; vote buying sila.",the bbms still said that leni lost because it was toxic and myybang was the kkmpinkknina who read it imagine until now they kept on defending and they got 31 i kept answering because only half of the 31m is legit amp d rest is only true nmanmassive cheating amp vote buy them,0,1,0,Text,23/05/22 00:31,Rational,0,0,0,UNPROVEN,bbms still said leni lost toxic myybang kkmpinkknina read imagine kept defending got 31 kept answering half 31m legit amp rest true nmanmassive cheating amp vote buy,"['bbm', 'still', 'said', 'leni', 'lost', 'toxic', 'myybang', 'kkmpinkknina', 'read', 'imagin', 'kept', 'defend', 'got', '31', 'kept', 'answer', 'half', '31m', 'legit', 'amp', 'rest', 'true', 'nmanmass', 'cheat', 'amp', 'vote', 'buy']","['bbms', 'still', 'said', 'leni', 'lost', 'toxic', 'myybang', 'kkmpinkknina', 'read', 'imagine', 'kept', 'defending', 'got', '31', 'kept', 'answering', 'half', '31m', 'legit', 'amp', 'rest', 'true', 'nmanmassive', 'cheating', 'amp', 'vote', 'buy']"
41-129,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@tiyang_mo,TiyangMo,Anonymous,11/12,"@kalikasan101 @COMELEC They left no stones unturned. From the surveys, the logistics company, COMELEC, trapos uniting, vote buying. No wonder hindi na umaattend ng debates si BBM. And malamang pinagtatawanan nila mga rallies ni Leni kasi kahit tumambling pa tayong lahat, may nanalo na.",they left no stones unturned from the surveys the logistics company comelec trapos uniting vote buying no wonder bbm no longer attends debates and they probably make fun of leni's rallies because even though we are all tumbling there is already a winner,0,1,0,Text,22/05/22 23:23,Rational,0,0,0,UNPROVEN,kalikasan101 comelec left stones unturned surveys logistics company comelec trapos uniting vote buying wonder bbm longer attends debates probably make fun leni 's rallies even though tumbling already winner,"['kalikasan101', 'comelec', 'left', 'stone', 'unturn', 'survey', 'logist', 'compani', 'comelec', 'trapo', 'unit', 'vote', 'buy', 'wonder', 'bbm', 'longer', 'attend', 'debat', 'probabl', 'make', 'fun', 'leni', ""'s"", 'ralli', 'even', 'though', 'tumbl', 'alreadi', 'winner']","['kalikasan101', 'comelec', 'left', 'stone', 'unturned', 'survey', 'logistics', 'company', 'comelec', 'trapos', 'uniting', 'vote', 'buying', 'wonder', 'bbm', 'longer', 'attends', 'debate', 'probably', 'make', 'fun', 'leni', ""'s"", 'rally', 'even', 'though', 'tumbling', 'already', 'winner']"
41-130,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@rtogapo,Mel 23rd,Anonymous,10/11,@GreaterGutz 31M vote buying. pinartidahan na nga kau ni BBM may vote buying pang sinasabi!,"31m vote buying you have already been targeted by bbm, there is still talk of vote buying",0,1,0,Text,22/05/22 22:36,Rational,0,0,0,UNPROVEN,"greatergutz 31m vote buying already targeted bbm , still talk vote buying","['greatergutz', '31m', 'vote', 'buy', 'alreadi', 'target', 'bbm', ',', 'still', 'talk', 'vote', 'buy']","['greatergutz', '31m', 'vote', 'buying', 'already', 'targeted', 'bbm', ',', 'still', 'talk', 'vote', 'buying']"
41-131,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@lanrolj,Lornaj,Anonymous,01/22,@GreaterGutz If thereâ€™s VOTE BUYING itâ€™s PINKLAWANâ€™S Moneyâ€¦KOKO Donâ€™t blame the uniteam for what your camp did?,if there is vote buying its pinklawans money koko don't blame the uniteam for what your camp did,1,0,0,Text,22/05/22 21:53,Rational,0,0,0,UNPROVEN,greater gutz vote buying pinklawans money koko n't blame uniteam camp,"['greater', 'gutz', 'vote', 'buy', 'pinklawan', 'money', 'koko', ""n't"", 'blame', 'uniteam', 'camp']","['greater', 'gutz', 'vote', 'buying', 'pinklawans', 'money', 'koko', ""n't"", 'blame', 'uniteam', 'camp']"
